"#Chr	"	"Pos	"	"Alt Count	"	"Ref Count	"	"Read Depth	"	"Ratio	"
X	8804259	1	6	7	0.5
X	8804344	1	6	7	0.5
X	8804832	1	9	10	0.5
X	8804993	2	8	10	0.5
X	8805503	1	6	7	0.5
X	8806082	1	8	9	0.5
X	8807855	1	9	10	0.5
X	8808177	2	8	10	0.5
X	8808381	1	6	7	0.5
X	8808427	1	7	8	0.5
X	8808432	1	7	8	0.5
X	8808710	1	7	8	0.5
X	8809254	1	9	10	0.5
X	8810112	1	8	9	0.5
X	8810292	1	6	7	0.5
X	8810294	1	6	7	0.5
X	8811157	1	7	8	0.5
X	8811185	1	8	9	0.5
X	8812162	1	9	10	0.5
X	8812166	1	9	10	0.5
X	8813046	1	6	7	0.5
X	8814993	1	6	7	0.5
X	8820562	1	8	9	0.5
X	8821952	1	8	9	0.5
X	8822448	1	6	7	0.5
X	8822713	1	6	7	0.5
X	8822962	1	6	7	0.5
X	8823959	1	6	7	0.5
X	8824014	1	6	7	0.5
X	8824089	1	6	7	0.5
X	8824091	1	7	8	0.5
X	8824492	1	7	8	0.5
X	8825370	1	9	10	0.5
X	8825988	1	8	9	0.5
X	8827092	1	9	10	0.5
X	8827097	1	7	8	0.5
X	8827446	1	6	7	0.5
X	8828020	1	8	9	0.5
X	8828244	1	7	8	0.5
X	8828606	1	9	10	0.5
X	8830766	1	6	7	0.5
X	8835105	1	6	7	0.5
X	8835973	1	7	8	0.5
X	8837231	1	7	8	0.5
X	8837272	1	6	7	0.5
X	8837895	1	6	7	0.5
X	8838055	1	8	9	0.5
X	8838200	1	7	8	0.5
X	8838341	1	8	9	0.5
X	8839486	1	9	10	0.5
X	8839541	1	6	7	0.5
X	8839824	1	7	8	0.5
X	8840369	1	6	7	0.5
X	8840378	1	6	7	0.5
X	8840515	1	9	10	0.5
X	8840685	1	6	7	0.5
X	8841130	1	6	7	0.5
X	8843359	2	5	7	0.5
X	8845124	1	7	8	0.5
X	8846669	4	3	7	0.5
X	8847137	1	6	7	0.5
X	8849401	1	6	7	0.5
X	8853400	1	8	9	0.5
X	8853401	1	8	9	0.5
X	8853408	1	7	8	0.5
X	8853690	2	6	8	0.5
X	8855396	1	6	7	0.5
X	8855401	1	7	8	0.5
X	8855454	1	6	7	0.5
X	8856102	1	7	8	0.5
X	8857708	1	6	7	0.5
X	8858547	1	7	8	0.5
X	8858560	1	8	9	0.5
X	8859214	1	6	7	0.5
X	8859441	1	6	7	0.5
X	8859444	1	7	8	0.5
X	8859922	2	10	12	0.5
X	8861394	1	6	7	0.5
X	8861616	1	7	8	0.5
X	8861661	1	6	7	0.5
X	8862673	1	6	7	0.5
X	8862686	2	5	7	0.5
X	8862687	1	6	7	0.5
X	8863953	1	6	7	0.5
X	8864028	1	6	7	0.5
X	8864222	1	6	7	0.5
X	8869475	1	9	10	0.5
X	8869544	2	9	11	0.5
X	8875921	1	9	10	0.5
X	8880420	1	7	8	0.5
X	8880578	1	6	7	0.5
X	8880711	1	9	10	0.5
X	8880770	2	5	7	0.5
X	8883058	1	8	9	0.5
X	8885813	1	7	8	0.5
X	8886619	1	8	9	0.5
X	8887725	1	7	8	0.5
X	8888866	1	7	8	0.5
X	8888887	1	6	7	0.5
X	8888970	1	7	8	0.5
X	8888974	1	7	8	0.5
X	8889067	1	6	7	0.5
X	8889108	1	7	8	0.5
X	8890309	1	7	8	0.5
X	8890311	1	7	8	0.5
X	8890314	1	6	7	0.5
X	8890319	1	6	7	0.5
X	8890321	1	7	8	0.5
X	8890696	1	8	9	0.5
X	8890787	1	6	7	0.5
X	8891948	1	6	7	0.5
X	8892513	1	6	7	0.5
X	8893484	1	9	10	0.5
X	8893890	1	7	8	0.5
X	8893975	1	7	8	0.5
X	8894124	1	8	9	0.5
X	8894850	1	8	9	0.5
X	8894858	1	8	9	0.5
X	8898117	1	7	8	0.5
X	8898701	1	6	7	0.5
X	8898708	1	6	7	0.5
X	8898849	1	8	9	0.5
X	8905212	1	6	7	0.5
X	8908092	1	7	8	0.5
X	8908124	1	6	7	0.5
X	8908928	1	6	7	0.5
X	8909966	1	6	7	0.5
X	8912722	1	9	10	0.5
X	8913642	1	6	7	0.5
X	8913654	1	6	7	0.5
X	8914080	1	8	9	0.5
X	8914204	1	6	7	0.5
X	8914981	1	7	8	0.5
X	8915504	1	6	7	0.5
X	8915529	1	7	8	0.5
X	8916634	1	6	7	0.5
X	8916941	1	6	7	0.5
X	8919040	1	6	7	0.5
X	8919685	1	7	8	0.5
X	8919718	1	7	8	0.5
X	8919921	1	7	8	0.5
X	8924135	1	6	7	0.5
X	8924341	3	7	10	0.5
X	8925914	1	6	7	0.5
X	8925946	1	6	7	0.5
X	8925950	1	7	8	0.5
X	8926348	1	6	7	0.5
X	8926846	1	6	7	0.5
X	8926848	1	6	7	0.5
X	8927696	1	6	7	0.5
X	8927737	1	7	8	0.5
X	8928581	1	6	7	0.5
X	8929957	1	6	7	0.5
X	8930241	1	7	8	0.5
X	8931419	1	6	7	0.5
X	8932366	1	7	8	0.5
X	8933850	1	6	7	0.5
X	8933852	1	7	8	0.5
X	8935502	1	6	7	0.5
X	8935618	1	6	7	0.5
X	8935753	1	8	9	0.5
X	8936447	1	7	8	0.5
X	8938626	1	7	8	0.5
X	8938731	1	6	7	0.5
X	8938737	1	6	7	0.5
X	8939183	1	7	8	0.5
X	8939375	1	6	7	0.5
X	8939785	1	9	10	0.5
X	8940413	1	7	8	0.5
X	8940458	1	7	8	0.5
X	8941263	1	7	8	0.5
X	8942026	1	6	7	0.5
X	8942286	1	6	7	0.5
X	8945970	1	7	8	0.5
X	8946809	1	8	9	0.5
X	8950565	1	7	8	0.5
X	8951577	1	6	7	0.5
X	8952779	2	12	14	0.5
X	8953399	1	6	7	0.5
X	8954089	1	6	7	0.5
X	8954897	1	7	8	0.5
X	8954903	1	7	8	0.5
X	8955980	1	6	7	0.5
X	8956344	1	6	7	0.5
X	8957083	1	7	8	0.5
X	8957085	1	7	8	0.5
X	8957088	1	7	8	0.5
X	8959439	1	7	8	0.5
X	8959514	1	6	7	0.5
X	8961503	2	6	8	0.5
X	8961522	1	6	7	0.5
X	8963672	6	2	8	0.5
X	8974255	1	10	11	0.5
X	8974260	1	9	10	0.5
X	8974936	1	7	8	0.5
X	8974944	1	7	8	0.5
X	8974977	1	6	7	0.5
X	8975705	1	7	8	0.5
X	8975729	1	6	7	0.5
X	8982642	1	6	7	0.5
X	8983103	1	8	9	0.5
X	8983263	1	6	7	0.5
X	8984974	1	7	8	0.5
X	8984981	1	6	7	0.5
X	8984987	1	6	7	0.5
X	8985011	1	6	7	0.5
X	8985013	1	6	7	0.5
X	8985016	1	6	7	0.5
X	8987106	1	6	7	0.5
X	8987114	1	6	7	0.5
X	8987117	1	6	7	0.5
X	8987369	1	6	7	0.5
X	8987661	1	6	7	0.5
X	8988025	1	7	8	0.5
X	8988719	2	7	9	0.5
X	8988819	1	8	9	0.5
X	8988876	1	7	8	0.5
X	8989133	1	7	8	0.5
X	8990547	1	8	9	0.5
X	8991232	1	9	10	0.5
X	8991701	1	6	7	0.5
X	8991752	1	6	7	0.5
X	8992243	1	6	7	0.5
X	8993209	1	6	7	0.5
X	8993897	1	6	7	0.5
X	8994490	1	7	8	0.5
X	8994670	1	8	9	0.5
X	8995598	1	6	7	0.5
X	8997270	1	7	8	0.5
X	8998339	1	9	10	0.5
X	8998770	1	10	11	0.5
X	9001774	1	7	8	0.5
X	9002003	3	4	7	0.5
X	9002893	1	9	10	0.5
X	9003002	1	9	10	0.5
X	9003780	1	9	10	0.5
X	9005220	1	6	7	0.5
X	9005576	1	7	8	0.5
X	9005597	1	7	8	0.5
X	9005862	1	6	7	0.5
X	9005901	1	6	7	0.5
X	9006909	1	6	7	0.5
X	9006963	1	9	10	0.5
X	9008345	3	6	9	0.5
X	9008614	1	8	9	0.5
X	9009242	1	6	7	0.5
X	9010870	2	5	7	0.5
X	9010877	1	6	7	0.5
X	9014439	1	7	8	0.5
X	9015058	1	6	7	0.5
X	9015065	1	6	7	0.5
X	9017184	1	6	7	0.5
X	9019116	1	7	8	0.5
X	9021842	1	7	8	0.5
X	9021886	1	7	8	0.5
X	9025254	1	6	7	0.5
X	9029713	1	7	8	0.5
X	9029729	1	6	7	0.5
X	9029733	1	7	8	0.5
X	9030594	1	6	7	0.5
X	9031798	1	7	8	0.5
X	9032465	1	9	10	0.5
X	9032543	1	7	8	0.5
X	9032719	1	6	7	0.5
X	9032730	1	6	7	0.5
X	9033031	1	7	8	0.5
X	9033507	1	6	7	0.5
X	9033550	1	7	8	0.5
X	9034726	1	9	10	0.5
X	9034753	1	9	10	0.5
X	9034791	1	6	7	0.5
X	9035348	1	6	7	0.5
X	9037101	1	6	7	0.5
X	9037256	1	7	8	0.5
X	9041105	1	7	8	0.5
X	9041109	1	6	7	0.5
X	9041722	1	10	11	0.5
X	9041725	1	10	11	0.5
X	9044357	1	6	7	0.5
X	9044449	1	7	8	0.5
X	9044476	1	7	8	0.5
X	9044691	1	7	8	0.5
X	9044935	1	6	7	0.5
X	9045981	1	7	8	0.5
X	9046267	1	6	7	0.5
X	9047722	1	6	7	0.5
X	9049242	1	9	10	0.5
X	9049253	1	8	9	0.5
X	9050417	1	7	8	0.5
X	9050961	1	8	9	0.5
X	9051070	1	8	9	0.5
X	9051184	1	6	7	0.5
X	9053111	1	8	9	0.5
X	9057102	1	6	7	0.5
X	9057212	1	7	8	0.5
X	9057475	1	7	8	0.5
X	9059293	1	7	8	0.5
X	9059956	2	7	9	0.5
X	9060160	1	8	9	0.5
X	9060239	1	7	8	0.5
X	9060388	1	7	8	0.5
X	9060449	1	9	10	0.5
X	9062132	1	6	7	0.5
X	9062242	1	6	7	0.5
X	9062260	1	6	7	0.5
X	9062880	1	6	7	0.5
X	9066274	1	7	8	0.5
X	9066400	1	8	9	0.5
X	9066417	1	6	7	0.5
X	9067522	1	6	7	0.5
X	9069640	1	6	7	0.5
X	9071168	1	8	9	0.5
X	9072057	1	6	7	0.5
X	9072133	2	7	9	0.5
X	9072649	1	7	8	0.5
X	9072882	1	7	8	0.5
X	9073319	1	6	7	0.5
X	9073807	1	8	9	0.5
X	9073810	1	8	9	0.5
X	9075359	1	6	7	0.5
X	9076280	1	7	8	0.5
X	9076360	1	6	7	0.5
X	9076874	1	8	9	0.5
X	9077429	1	8	9	0.5
X	9077876	1	7	8	0.5
X	9078004	1	6	7	0.5
X	9078292	1	6	7	0.5
X	9078468	1	7	8	0.5
X	9080238	1	6	7	0.5
X	9080267	1	6	7	0.5
X	9080514	1	7	8	0.5
X	9080517	1	6	7	0.5
X	9080519	1	6	7	0.5
X	9081627	1	6	7	0.5
X	9081632	1	6	7	0.5
X	9082520	1	6	7	0.5
X	9082533	1	6	7	0.5
X	9082616	1	8	9	0.5
X	9084255	1	6	7	0.5
X	9084387	1	7	8	0.5
X	9084450	1	6	7	0.5
X	9085174	1	7	8	0.5
X	9086161	1	7	8	0.5
X	9086758	1	7	8	0.5
X	9089824	1	7	8	0.5
X	9090173	1	8	9	0.5
X	9090188	1	7	8	0.5
X	9092129	1	6	7	0.5
X	9094752	1	6	7	0.5
X	9097174	1	10	11	0.5
X	9098224	1	8	9	0.5
X	9098252	1	9	10	0.5
X	9098471	1	6	7	0.5
X	9098739	1	6	7	0.5
X	9099622	1	8	9	0.5
X	9100041	1	8	9	0.5
X	9100133	1	7	8	0.5
X	9100585	1	8	9	0.5
X	9101170	2	6	8	0.5
X	9101498	1	6	7	0.5
X	9101591	1	6	7	0.5
X	9101655	1	7	8	0.5
X	9101657	1	7	8	0.5
X	9101664	1	8	9	0.5
X	9101780	1	7	8	0.5
X	9102268	2	9	11	0.5
X	9103308	1	7	8	0.5
X	9105291	1	8	9	0.5
X	9106021	1	7	8	0.5
X	9106531	1	7	8	0.5
X	9107773	2	7	9	0.5
X	9107927	1	9	10	0.5
X	9108463	1	6	7	0.5
X	9108672	1	8	9	0.5
X	9108730	1	8	9	0.5
X	9108874	1	8	9	0.5
X	9110461	1	9	10	0.5
X	9111226	2	11	13	0.5
X	9111356	1	6	7	0.5
X	9112600	1	8	9	0.5
X	9113871	1	8	9	0.5
X	9113984	1	6	7	0.5
X	9114505	1	6	7	0.5
X	9115671	1	9	10	0.5
X	9116690	1	8	9	0.5
X	9116695	1	7	8	0.5
X	9118722	2	7	9	0.5
X	9118827	1	8	9	0.5
X	9119337	1	8	9	0.5
X	9119659	1	7	8	0.5
X	9119930	1	7	8	0.5
X	9119951	1	7	8	0.5
X	9119956	1	9	10	0.5
X	9119997	1	6	7	0.5
X	9122140	1	6	7	0.5
X	9123216	1	7	8	0.5
X	9123630	1	10	11	0.5
X	9124774	1	7	8	0.5
X	9125076	2	6	8	0.5
X	9125235	2	8	10	0.5
X	9125482	1	7	8	0.5
X	9126133	1	7	8	0.5
X	9126303	1	6	7	0.5
X	9129729	1	10	11	0.5
X	9131062	1	6	7	0.5
X	9132463	1	7	8	0.5
X	9132601	1	6	7	0.5
X	9132604	1	6	7	0.5
X	9133001	1	6	7	0.5
X	9133005	1	7	8	0.5
X	9133264	1	6	7	0.5
X	9135523	1	7	8	0.5
X	9135538	1	7	8	0.5
X	9136604	1	8	9	0.5
X	9149746	1	6	7	0.5
X	9150518	1	7	8	0.5
X	9150640	1	8	9	0.5
X	9157331	1	6	7	0.5
X	9157333	1	6	7	0.5
X	9158074	1	6	7	0.5
X	9163016	1	6	7	0.5
X	9163041	1	6	7	0.5
X	9164712	1	7	8	0.5
X	9164720	1	6	7	0.5
X	9166151	1	6	7	0.5
X	9166259	1	7	8	0.5
X	9167061	1	6	7	0.5
X	9167062	1	7	8	0.5
X	9169240	1	6	7	0.5
X	9170672	1	6	7	0.5
X	9170674	1	6	7	0.5
X	9170676	1	6	7	0.5
X	9170714	1	7	8	0.5
X	9176355	1	7	8	0.5
X	9185081	1	9	10	0.5
X	9186042	3	7	10	0.5
X	9186058	3	7	10	0.5
X	9186077	3	7	10	0.5
X	9187081	11	19	30	0.5
X	9187158	12	13	25	0.5
X	9187193	10	36	46	0.5
X	9187489	11	38	49	0.5
X	9187763	12	44	56	0.5
X	9187808	39	44	83	0.5
X	9187826	20	67	87	0.5
X	9187960	16	89	105	0.5
X	9188109	20	50	70	0.5
X	9188147	28	80	108	0.5
X	9188381	42	75	117	0.5
X	9188466	26	68	94	0.5
X	9188475	27	70	97	0.5
X	9188591	30	100	130	0.5
X	9188606	45	85	130	0.5
X	9188656	55	44	99	0.5
X	9189750	1	7	8	0.5
X	9190504	1	6	7	0.5
X	9191092	1	6	7	0.5
X	9191788	3	11	14	0.5
X	9191796	3	11	14	0.5
X	9191848	3	6	9	0.5
X	9191945	3	6	9	0.5
X	9191964	3	12	15	0.5
X	9192160	1	6	7	0.5
X	9193522	1	9	10	0.5
X	9194225	1	8	9	0.5
X	9194248	1	7	8	0.5
X	9194343	1	7	8	0.5
X	9195107	1	7	8	0.5
X	9196066	1	10	11	0.5
X	9196313	1	9	10	0.5
X	9196582	2	10	12	0.5
X	9198840	1	10	11	0.5
X	9198958	1	7	8	0.5
X	9199618	1	7	8	0.5
X	9200420	1	7	8	0.5
X	9200424	1	7	8	0.5
X	9200427	1	7	8	0.5
X	9200862	1	7	8	0.5
X	9202114	1	8	9	0.5
X	9202148	1	6	7	0.5
X	9202150	1	6	7	0.5
X	9202837	2	6	8	0.5
X	9203023	1	6	7	0.5
X	9203927	1	8	9	0.5
X	9204529	1	7	8	0.5
X	9207166	1	6	7	0.5
X	9208752	1	6	7	0.5
X	9210856	1	7	8	0.5
X	9210858	1	7	8	0.5
X	9215403	1	9	10	0.5
X	9216808	1	7	8	0.5
X	9217267	1	6	7	0.5
X	9217899	1	6	7	0.5
X	9218299	1	7	8	0.5
X	9218496	1	6	7	0.5
X	9218499	1	6	7	0.5
X	9222060	1	6	7	0.5
X	9224048	1	7	8	0.5
X	9224630	1	6	7	0.5
X	9225583	1	6	7	0.5
X	9225743	1	6	7	0.5
X	9225963	1	6	7	0.5
X	9225974	1	9	10	0.5
X	9227389	1	7	8	0.5
X	9228686	1	7	8	0.5
X	9229752	1	7	8	0.5
X	9229904	1	8	9	0.5
X	9231496	1	7	8	0.5
X	9231584	1	7	8	0.5
X	9232051	1	8	9	0.5
X	9232253	1	8	9	0.5
X	9232680	1	7	8	0.5
X	9232733	1	7	8	0.5
X	9233051	1	6	7	0.5
X	9233120	1	8	9	0.5
X	9234229	1	7	8	0.5
X	9235674	1	7	8	0.5
X	9235675	1	7	8	0.5
X	9235681	1	8	9	0.5
X	9235830	1	8	9	0.5
X	9237203	1	7	8	0.5
X	9237247	1	8	9	0.5
X	9239546	1	6	7	0.5
X	9240229	2	5	7	0.5
X	9240661	1	6	7	0.5
X	9240705	1	7	8	0.5
X	9241153	1	9	10	0.5
X	9241923	1	7	8	0.5
X	9242825	1	6	7	0.5
X	9245210	1	8	9	0.5
X	9245462	1	7	8	0.5
X	9247094	1	7	8	0.5
X	9247359	1	7	8	0.5
X	9249507	1	7	8	0.5
X	9249508	1	7	8	0.5
X	9249511	1	7	8	0.5
X	9255638	1	7	8	0.5
X	9255639	1	7	8	0.5
X	9255645	1	6	7	0.5
X	9255673	1	6	7	0.5
X	9259545	2	7	9	0.5
X	9259956	1	6	7	0.5
X	9259974	1	6	7	0.5
X	9260045	2	6	8	0.5
X	9260106	1	6	7	0.5
X	9262398	1	6	7	0.5
X	9262554	2	6	8	0.5
X	9262896	1	7	8	0.5
X	9264085	1	6	7	0.5
X	9267258	1	8	9	0.5
X	9267264	1	9	10	0.5
X	9267923	1	7	8	0.5
X	9269182	1	8	9	0.5
X	9270461	1	6	7	0.5
X	9270473	1	6	7	0.5
X	9270624	2	6	8	0.5
X	9271245	1	7	8	0.5
X	9272984	1	6	7	0.5
X	9273642	1	7	8	0.5
X	9273922	1	7	8	0.5
X	9277745	1	9	10	0.5
X	9283232	1	6	7	0.5
X	9283823	1	6	7	0.5
X	9291385	1	7	8	0.5
X	9292703	1	6	7	0.5
X	9293396	2	6	8	0.5
X	9293401	1	7	8	0.5
X	9295644	1	6	7	0.5
X	9296209	1	8	9	0.5
X	9298135	1	6	7	0.5
X	9298527	1	7	8	0.5
X	9298572	1	7	8	0.5
X	9299415	1	7	8	0.5
X	9299714	1	8	9	0.5
X	9299761	1	8	9	0.5
X	9300572	1	8	9	0.5
X	9301428	6	0	7	1.0
X	9302013	1	7	8	0.5
X	9302928	1	7	8	0.5
X	9302930	1	7	8	0.5
X	9302932	1	7	8	0.5
X	9303491	1	9	10	0.5
X	9304309	1	8	9	0.5
X	9304347	1	9	10	0.5
X	9305951	2	5	7	0.5
X	9306575	1	8	9	0.5
X	9306911	1	8	9	0.5
X	9308821	1	6	7	0.5
X	9309351	1	6	7	0.5
X	9309353	1	6	7	0.5
X	9312834	1	6	7	0.5
X	9312867	1	7	8	0.5
X	9314115	1	6	7	0.5
X	9316159	1	7	8	0.5
X	9316163	1	7	8	0.5
X	9318772	1	7	8	0.5
X	9318774	1	7	8	0.5
X	9318799	1	6	7	0.5
X	9320492	1	6	7	0.5
X	9320883	1	7	8	0.5
X	9321333	1	7	8	0.5
X	9324565	1	8	9	0.5
X	9324573	1	7	8	0.5
X	9325983	1	8	9	0.5
X	9327979	1	6	7	0.5
X	9329302	1	6	7	0.5
X	9330105	1	7	8	0.5
X	9330593	1	6	7	0.5
X	9330622	1	7	8	0.5
X	9330624	1	7	8	0.5
X	9331039	1	6	7	0.5
X	9331163	1	9	10	0.5
X	9331630	1	6	7	0.5
X	9331776	1	6	7	0.5
X	9331780	1	6	7	0.5
X	9331782	1	6	7	0.5
X	9332058	1	6	7	0.5
X	9332773	1	6	7	0.5
X	9334383	1	9	10	0.5
X	9335536	1	7	8	0.5
X	9335895	1	7	8	0.5
X	9335952	1	8	9	0.5
X	9335959	1	7	8	0.5
X	9336906	1	7	8	0.5
X	9336982	1	9	10	0.5
X	9337286	1	6	7	0.5
X	9337593	2	7	9	0.5
X	9337678	2	8	10	0.5
X	9338642	1	6	7	0.5
X	9338770	1	7	8	0.5
X	9338793	2	5	7	0.5
X	9338923	1	8	9	0.5
X	9338974	1	6	7	0.5
X	9339294	1	8	9	0.5
X	9340654	2	8	10	0.5
X	9341186	1	6	7	0.5
X	9341187	2	5	7	0.5
X	9341364	1	9	10	0.5
X	9341456	1	7	8	0.5
X	9342412	1	9	10	0.5
X	9343733	1	6	7	0.5
X	9344671	1	6	7	0.5
X	9349370	1	7	8	0.5
X	9349378	1	7	8	0.5
X	9349390	1	6	7	0.5
X	9349774	1	6	7	0.5
X	9357627	1	8	9	0.5
X	9357629	1	8	9	0.5
X	9360943	1	8	9	0.5
X	9361565	1	8	9	0.5
X	9361593	1	8	9	0.5
X	9362818	1	7	8	0.5
X	9365360	1	7	8	0.5
X	9368128	1	6	7	0.5
X	9368210	1	6	7	0.5
X	9370818	1	8	9	0.5
X	9370846	1	9	10	0.5
X	9372051	1	7	8	0.5
X	9372262	1	7	8	0.5
X	9372452	2	9	11	0.5
X	9373272	1	6	7	0.5
X	9373410	1	7	8	0.5
X	9374610	1	6	7	0.5
X	9374640	1	6	7	0.5
X	9375108	1	7	8	0.5
X	9375520	1	7	8	0.5
X	9375653	1	7	8	0.5
X	9375914	1	9	10	0.5
X	9377470	1	8	9	0.5
X	9379058	1	6	7	0.5
X	9379340	1	6	7	0.5
X	9379360	1	7	8	0.5
X	9379698	1	10	11	0.5
X	9380942	1	8	9	0.5
X	9380944	1	9	10	0.5
X	9381516	1	8	9	0.5
X	9382475	1	6	7	0.5
X	9383828	1	9	10	0.5
X	9384195	1	6	7	0.5
X	9384399	1	6	7	0.5
X	9385477	1	6	7	0.5
X	9385541	1	6	7	0.5
X	9386537	1	6	7	0.5
X	9387664	1	7	8	0.5
X	9388195	1	6	7	0.5
X	9389060	1	8	9	0.5
X	9390146	1	7	8	0.5
X	9390150	1	7	8	0.5
X	9392192	1	7	8	0.5
X	9393636	1	8	9	0.5
X	9393873	1	9	10	0.5
X	9394374	1	6	7	0.5
X	9394888	1	9	10	0.5
X	9394909	1	7	8	0.5
X	9395012	1	9	10	0.5
X	9395271	2	12	14	0.5
X	9396604	1	9	10	0.5
X	9396935	1	8	9	0.5
X	9397829	1	7	8	0.5
X	9397890	1	9	10	0.5
X	9397981	1	6	7	0.5
X	9398243	1	6	7	0.5
X	9398956	1	9	10	0.5
X	9400379	1	6	7	0.5
X	9401141	1	8	9	0.5
X	9402315	1	7	8	0.5
X	9402873	1	6	7	0.5
X	9404731	1	6	7	0.5
X	9404747	1	6	7	0.5
X	9405438	1	6	7	0.5
X	9405866	1	6	7	0.5
X	9406184	1	7	8	0.5
X	9406228	1	8	9	0.5
X	9406537	1	7	8	0.5
X	9407723	1	6	7	0.5
X	9407916	1	8	9	0.5
X	9407954	1	7	8	0.5
X	9410375	1	7	8	0.5
X	9410383	1	7	8	0.5
X	9410452	1	9	10	0.5
X	9410788	2	8	10	0.5
X	9411507	1	7	8	0.5
X	9412073	1	6	7	0.5
X	9412372	1	6	7	0.5
X	9412408	1	7	8	0.5
X	9413493	1	9	10	0.5
X	9413496	1	9	10	0.5
X	9413881	1	7	8	0.5
X	9416571	2	8	10	0.5
X	9416998	1	6	7	0.5
X	9417650	1	9	10	0.5
X	9417915	1	7	8	0.5
X	9418222	1	7	8	0.5
X	9419718	1	6	7	0.5
X	9420048	1	6	7	0.5
X	9421688	1	6	7	0.5
X	9421756	1	6	7	0.5
X	9422093	1	6	7	0.5
X	9422834	1	7	8	0.5
X	9423007	1	7	8	0.5
X	9423658	1	7	8	0.5
X	9424082	1	9	10	0.5
X	9424150	1	6	7	0.5
X	9424760	1	7	8	0.5
X	9426520	1	6	7	0.5
X	9427771	1	8	9	0.5
X	9428114	1	7	8	0.5
X	9428365	2	10	12	0.5
X	9428582	1	7	8	0.5
X	9428822	1	7	8	0.5
X	9428991	1	8	9	0.5
X	9430269	1	9	10	0.5
X	9431478	1	7	8	0.5
X	9432114	1	9	10	0.5
X	9432289	1	8	9	0.5
X	9433422	1	6	7	0.5
X	9433638	1	7	8	0.5
X	9433814	1	9	10	0.5
X	9434281	1	8	9	0.5
X	9434840	1	6	7	0.5
X	9435476	1	7	8	0.5
X	9438437	1	8	9	0.5
X	9438950	33	112	145	0.5
X	9439074	7	34	41	0.5
X	9439303	6	12	18	0.5
X	9439326	6	10	16	0.5
X	9439529	1	6	7	0.5
X	9439541	1	7	8	0.5
X	9439565	1	6	7	0.5
X	9439903	1	6	7	0.5
X	9441624	1	6	7	0.5
X	9442403	1	6	7	0.5
X	9442421	1	6	7	0.5
X	9448390	1	6	7	0.5
X	9454873	1	7	8	0.5
X	9455594	1	8	9	0.5
X	9455646	1	7	8	0.5
X	9457066	1	6	7	0.5
X	9458037	1	7	8	0.5
X	9459852	1	7	8	0.5
X	9464576	1	8	9	0.5
X	9464578	1	7	8	0.5
X	9464885	1	6	7	0.5
X	9464930	1	6	7	0.5
X	9465613	1	6	7	0.5
X	9465635	1	7	8	0.5
X	9465666	1	6	7	0.5
X	9466088	1	7	8	0.5
X	9466207	2	8	10	0.5
X	9467370	1	10	11	0.5
X	9467943	1	10	11	0.5
X	9468225	1	6	7	0.5
X	9468354	1	6	7	0.5
X	9468358	1	6	7	0.5
X	9469911	1	6	7	0.5
X	9470095	1	7	8	0.5
X	9470360	2	5	7	0.5
X	9471989	1	7	8	0.5
X	9471994	1	7	8	0.5
X	9471998	1	7	8	0.5
X	9472688	2	5	7	0.5
X	9472702	1	6	7	0.5
X	9474918	1	6	7	0.5
X	9475190	1	6	7	0.5
X	9475197	2	5	7	0.5
X	9475366	1	6	7	0.5
X	9475898	1	7	8	0.5
X	9476968	1	6	7	0.5
X	9477219	2	8	10	0.5
X	9477240	1	8	9	0.5
X	9478360	1	6	7	0.5
X	9478404	1	6	7	0.5
X	9479288	2	8	10	0.5
X	9479428	1	7	8	0.5
X	9480102	1	7	8	0.5
X	9480109	1	7	8	0.5
X	9480481	1	6	7	0.5
X	9480927	1	8	9	0.5
X	9481724	1	6	7	0.5
X	9482445	1	7	8	0.5
X	9482812	1	10	11	0.5
X	9487293	1	7	8	0.5
X	9487325	1	6	7	0.5
X	9488287	1	6	7	0.5
X	9488307	1	7	8	0.5
X	9489578	1	9	10	0.5
X	9490571	1	7	8	0.5
X	9491205	1	7	8	0.5
X	9491367	1	6	7	0.5
X	9491744	1	7	8	0.5
X	9492964	1	8	9	0.5
X	9493438	2	10	12	0.5
X	9494905	1	7	8	0.5
X	9498045	1	6	7	0.5
X	9498998	1	6	7	0.5
X	9499114	1	6	7	0.5
X	9499232	1	7	8	0.5
X	9500213	1	8	9	0.5
X	9500580	1	8	9	0.5
X	9504454	1	9	10	0.5
X	9505277	1	7	8	0.5
X	9506035	2	13	15	0.5
X	9510013	1	8	9	0.5
X	9510096	1	7	8	0.5
X	9510328	1	6	7	0.5
X	9510362	1	8	9	0.5
X	9511193	1	6	7	0.5
X	9511379	2	5	7	0.5
X	9512030	1	8	9	0.5
X	9513089	1	6	7	0.5
X	9513244	1	6	7	0.5
X	9513728	1	9	10	0.5
X	9514000	1	9	10	0.5
X	9514482	1	6	7	0.5
X	9514589	1	6	7	0.5
X	9515351	1	9	10	0.5
X	9515595	1	6	7	0.5
X	9515611	1	7	8	0.5
X	9516262	1	8	9	0.5
X	9516975	1	8	9	0.5
X	9516980	1	8	9	0.5
X	9516999	1	8	9	0.5
X	9520866	1	6	7	0.5
X	9524900	1	6	7	0.5
X	9528156	1	6	7	0.5
X	9529444	1	6	7	0.5
X	9529446	1	7	8	0.5
X	9530499	1	6	7	0.5
X	9530520	1	6	7	0.5
X	9530727	1	6	7	0.5
X	9531843	1	6	7	0.5
